Wavelength (nm),Intensity (uW)
741.143589,0.000149
741.920848,0.000151
742.496585,0.000204
743.220140,0.000360
743.907151,0.000571
744.604462,0.000785
745.367815,0.000988
745.963671,0.001133
746.652075,0.001182
747.370713,0.001094
748.073202,0.000911
748.826278,0.000721
749.415318,0.000531
750.136500,0.000378
750.825889,0.000316
751.526258,0.000310
752.282749,0.000307
752.863926,0.000304
753.558229,0.000308
754.312876,0.000319
754.964891,0.000333
755.746377,0.000348
756.311359,0.000357
757.019127,0.000347
757.721752,0.000315
758.412232,0.000270
759.161200,0.000224
759.753343,0.000184
760.475574,0.000158
761.164028,0.000150
761.846266,0.000149
762.642799,0.000149
763.191038,0.000149
763.916066,0.000148
764.583503,0.000148
765.264902,0.000148
766.046436,0.000148
766.623219,0.000149
767.333511,0.000149
768.035083,0.000148
768.723639,0.000148
769.477998,0.000149
770.043147,0.000149
770.736909,0.000149
771.453773,0.000149
772.133385,0.000148
772.878263,0.000148
773.468815,0.000148
774.182150,0.000148
774.872597,0.000148
775.551505,0.000148
776.282064,0.000147
776.881207,0.000147
777.602461,0.000147
778.282194,0.000148
778.969004,0.000147
779.715350,0.000147
780.305856,0.000146
781.000688,0.000147
781.689108,0.000147
782.372638,0.000147
783.125880,0.000147
783.695179,0.000147
784.390023,0.000148
785.086910,0.000148
785.770983,0.000147
786.507881,0.000147
787.096965,0.000147
787.802249,0.000147
788.481464,0.000148
789.167821,0.000147
789.893932,0.000147
790.493447,0.000148
791.196602,0.000147
791.860171,0.000147
792.550482,0.000147
793.313257,0.000149
793.873591,0.000153
794.593465,0.000157
795.266191,0.000160
795.944163,0.000162
796.689580,0.000164
797.259155,0.000161
797.949103,0.000158
798.643189,0.000155
799.313094,0.000152
800.057988,0.000148
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
